sample_id,ch00_imu1_pitch_mean,ch00_imu1_pitch_std,ch00_imu1_pitch_min,ch00_imu1_pitch_max,ch00_imu1_pitch_range,ch00_imu1_pitch_rms,ch01_imu1_yaw_mean,ch01_imu1_yaw_std,ch01_imu1_yaw_min,ch01_imu1_yaw_max,ch01_imu1_yaw_range,ch01_imu1_yaw_rms,ch02_imu1_roll_mean,ch02_imu1_roll_std,ch02_imu1_roll_min,ch02_imu1_roll_max,ch02_imu1_roll_range,ch02_imu1_roll_rms,ch03_imu2_pitch_mean,ch03_imu2_pitch_std,ch03_imu2_pitch_min,ch03_imu2_pitch_max,ch03_imu2_pitch_range,ch03_imu2_pitch_rms,ch04_imu2_yaw_mean,ch04_imu2_yaw_std,ch04_imu2_yaw_min,ch04_imu2_yaw_max,ch04_imu2_yaw_range,ch04_imu2_yaw_rms,ch05_imu2_roll_mean,ch05_imu2_roll_std,ch05_imu2_roll_min,ch05_imu2_roll_max,ch05_imu2_roll_range,ch05_imu2_roll_rms,ch06_glove_f1_thumb_mean,ch06_glove_f1_thumb_std,ch06_glove_f1_thumb_min,ch06_glove_f1_thumb_max,ch06_glove_f1_thumb_range,ch06_glove_f1_thumb_rms,ch07_glove_f2_index_mean,ch07_glove_f2_index_std,ch07_glove_f2_index_min,ch07_glove_f2_index_max,ch07_glove_f2_index_range,ch07_glove_f2_index_rms,ch08_glove_f3_middle_mean,ch08_glove_f3_middle_std,ch08_glove_f3_middle_min,ch08_glove_f3_middle_max,ch08_glove_f3_middle_range,ch08_glove_f3_middle_rms,ch09_glove_f4_ring_mean,ch09_glove_f4_ring_std,ch09_glove_f4_ring_min,ch09_glove_f4_ring_max,ch09_glove_f4_ring_range,ch09_glove_f4_ring_rms,ch10_glove_f5_pinky_mean,ch10_glove_f5_pinky_std,ch10_glove_f5_pinky_min,ch10_glove_f5_pinky_max,ch10_glove_f5_pinky_range,ch10_glove_f5_pinky_rms,ch11_glove_s5_pitch_mean,ch11_glove_s5_pitch_std,ch11_glove_s5_pitch_min,ch11_glove_s5_pitch_max,ch11_glove_s5_pitch_range,ch11_glove_s5_pitch_rms,movement_id,movement_name
0,-0.000000,34.772806,-51.937941,55.319659,107.257600,34.772806,0.000000,10.918033,-23.928708,24.053792,47.982500,10.918033,0.000000,25.300717,-45.496983,49.899117,95.396100,25.300717,0.000000,43.742681,-68.407154,57.662446,126.069600,43.742681,-0.000000,112.819339,-307.190514,110.836986,418.027500,112.819339,-0.000000,13.522244,-22.926824,41.143076,64.069900,13.522244,-0.000000,29.258395,-30.838295,59.361705,90.200000,29.258395,-0.000000,8.325958,-15.663864,8.436136,24.100000,8.325958,-0.000000,6.929646,-14.457386,6.842614,21.300000,6.929646,0.000000,5.008981,-11.749545,8.750455,20.500000,5.008981,-0.000000,3.428322,-9.245568,6.354432,15.600000,3.428322,0.000000,77.233940,-95.283864,117.690851,212.974715,77.233940,0,bobath handshake
1,0.000000,35.467788,-50.565684,60.505916,111.071600,35.467788,-0.000000,11.170478,-22.792656,25.189844,47.982500,11.170478,-0.000000,25.964230,-46.903909,48.492191,95.396100,25.964230,-0.000000,44.151055,-65.085472,60.984128,126.069600,44.151055,0.000000,35.328379,-62.364528,55.757972,118.122500,35.328379,0.000000,10.573241,-19.595139,23.666961,43.262100,10.573241,0.000000,29.820329,-31.690909,57.409091,89.100000,29.820329,0.000000,8.066133,-15.272727,8.727273,24.000000,8.066133,0.000000,6.732225,-14.330682,6.569318,20.900000,6.732225,-0.000000,4.751323,-12.249773,8.550227,20.800000,4.751323,-0.000000,2.918840,-10.137955,5.562045,15.700000,2.918840,-0.000000,78.282052,-93.939868,115.247023,209.186891,78.282052,0,bobath handshake
2,-0.000000,35.799498,-51.339183,59.732417,111.071600,35.799498,-0.000000,11.059709,-23.796384,24.186116,47.982500,11.059709,-0.000000,25.799039,-44.932802,50.463298,95.396100,25.799039,0.000000,43.906567,-64.597435,61.472165,126.069600,43.906567,0.000000,35.642503,-60.693798,55.670202,116.364000,35.642503,-0.000000,10.681337,-19.683490,24.782210,44.465700,10.681337,0.000000,26.364533,-30.213977,60.786023,91.000000,26.364533,0.000000,7.637279,-14.146023,8.253977,22.400000,7.637279,-0.000000,6.457566,-14.826136,6.573864,21.400000,6.457566,0.000000,4.443101,-12.499432,9.000568,21.500000,4.443101,0.000000,2.476476,-10.562500,5.837500,16.400000,2.476476,0.000000,76.947035,-84.622759,116.411515,201.034275,76.947035,0,bobath handshake
3,0.000000,28.824225,-57.703826,60.696474,118.400300,28.824225,0.000000,22.996796,-61.371511,52.975989,114.347500,22.996796,-0.000000,33.143642,-61.587225,77.036775,138.624000,33.143642,-0.000000,38.077130,-72.943530,43.990770,116.934300,38.077130,-0.000000,17.150691,-49.516701,47.678499,97.195200,17.150691,0.000000,15.089114,-33.845811,46.440689,80.286500,15.089114,-0.000000,1.739777,-11.624886,5.975114,17.600000,1.739777,0.000000,10.371096,-17.736023,14.663977,32.400000,10.371096,-0.000000,8.210418,-14.027500,11.272500,25.300000,8.210418,0.000000,9.354949,-20.432841,22.067159,42.500000,9.354949,-0.000000,4.241518,-12.218750,15.181250,27.400000,4.241518,0.000000,87.527223,-144.676239,128.995333,273.671572,87.527223,0,bobath handshake
4,-0.000000,28.850607,-59.756789,58.643511,118.400300,28.850607,0.000000,23.969877,-61.384678,54.412222,115.796900,23.969877,0.000000,32.844392,-59.082951,79.541049,138.624000,32.844392,0.000000,37.649191,-76.392028,41.164672,117.556700,37.649191,0.000000,18.806117,-48.875498,59.995002,108.870500,18.806117,0.000000,15.186381,-36.531174,45.383026,81.914200,15.186381,0.000000,1.646750,-12.380682,6.119318,18.500000,1.646750,-0.000000,9.981346,-17.254886,15.145114,32.400000,9.981346,0.000000,8.022285,-13.413182,11.386818,24.800000,8.022285,-0.000000,9.128413,-18.666591,22.333409,41.000000,9.128413,0.000000,4.174042,-10.229545,15.570455,25.800000,4.174042,-0.000000,87.141703,-147.631461,126.040111,273.671572,87.141703,0,bobath handshake
5,-0.000000,27.954024,-57.660260,60.740040,118.400300,27.954024,-0.000000,23.791458,-62.106564,53.690336,115.796900,23.791458,0.000000,32.619346,-62.320451,76.303549,138.624000,32.619346,-0.000000,37.359957,-74.655701,42.900999,117.556700,37.359957,0.000000,18.222981,-48.991347,59.879153,108.870500,18.222981,0.000000,13.715007,-34.341707,44.167993,78.509700,13.715007,0.000000,1.542702,-11.251705,6.248295,17.500000,1.542702,-0.000000,9.848299,-16.218864,16.181136,32.400000,9.848299,-0.000000,8.000544,-14.182727,12.317273,26.500000,8.000544,0.000000,9.131396,-22.076136,23.323864,45.400000,9.131396,-0.000000,4.081655,-12.810114,16.289886,29.100000,4.081655,0.000000,87.752354,-145.843425,133.303904,279.147330,87.752354,0,bobath handshake
6,0.000000,41.734703,-57.909726,74.075074,131.984800,41.734703,-0.000000,12.820173,-32.881099,24.456801,57.337900,12.820173,-0.000000,20.272225,-41.806149,44.725951,86.532100,20.272225,-0.000000,38.421027,-55.741179,55.039821,110.781000,38.421027,0.000000,11.089499,-21.383034,20.631766,42.014800,11.089499,-0.000000,5.563851,-17.101092,14.587008,31.688100,5.563851,0.000000,1.888499,-11.520568,4.879432,16.400000,1.888499,0.000000,7.938510,-13.275568,11.624432,24.900000,7.938510,0.000000,7.356088,-13.593295,9.106705,22.700000,7.356088,-0.000000,6.278788,-14.834205,12.165795,27.000000,6.278788,0.000000,1.776685,-11.075341,5.024659,16.100000,1.776685,-0.000000,66.847865,-91.229721,95.991687,187.221408,66.847865,0,bobath handshake
7,-0.000000,42.182082,-57.999945,77.041655,135.041600,42.182082,-0.000000,12.815595,-33.439610,23.898290,57.337900,12.815595,-0.000000,20.751932,-41.872881,44.970019,86.842900,20.751932,-0.000000,38.954423,-55.962582,54.818418,110.781000,38.954423,0.000000,11.396399,-22.529993,22.439507,44.969500,11.396399,-0.000000,5.011355,-16.227939,11.732061,27.960000,5.011355,0.000000,1.690135,-11.655795,4.144205,15.800000,1.690135,-0.000000,7.700119,-13.161932,11.738068,24.900000,7.700119,-0.000000,7.185720,-13.107386,8.892614,22.000000,7.185720,0.000000,5.895445,-12.380227,9.819773,22.200000,5.895445,0.000000,1.683898,-9.880682,5.119318,15.000000,1.683898,0.000000,66.660144,-91.331843,94.550563,185.882406,66.660144,0,bobath handshake
8,0.000000,42.922700,-59.208667,76.780433,135.989100,42.922700,0.000000,13.637585,-37.904860,25.482640,63.387500,13.637585,-0.000000,23.418036,-43.340579,48.388621,91.729200,23.418036,0.000000,40.273068,-57.156327,54.045273,111.201600,40.273068,-0.000000,11.650548,-27.131636,22.796264,49.927900,11.650548,0.000000,5.132259,-15.888355,10.649245,26.537600,5.132259,-0.000000,1.659137,-11.885227,4.314773,16.200000,1.659137,-0.000000,7.208175,-12.388636,10.311364,22.700000,7.208175,0.000000,6.979510,-13.493750,9.006250,22.500000,6.979510,-0.000000,5.612475,-13.655341,10.044659,23.700000,5.612475,0.000000,2.429004,-11.130682,14.869318,26.000000,2.429004,0.000000,68.239941,-96.786518,91.114418,187.900936,68.239941,0,bobath handshake
9,0.000000,29.443353,-57.976782,54.583518,112.560300,29.443353,0.000000,40.892808,-80.212403,82.423497,162.635900,40.892808,-0.000000,34.419315,-54.514139,90.484261,144.998400,34.419315,0.000000,30.705359,-89.889734,29.234966,119.124700,30.705359,0.000000,25.811163,-41.150124,98.823876,139.974000,25.811163,0.000000,20.539863,-26.477098,69.128402,95.605500,20.539863,0.000000,0.721313,-11.448295,1.251705,12.700000,0.721313,0.000000,9.624855,-22.333068,15.766932,38.100000,9.624855,0.000000,5.172486,-17.425114,10.274886,27.700000,5.172486,0.000000,7.931015,-24.852386,13.247614,38.100000,7.931015,0.000000,3.461574,-10.547386,7.652614,18.200000,3.461574,0.000000,107.114422,-208.251189,131.908697,340.159886,107.114422,0,bobath handshake
10,0.000000,30.429952,-57.357500,56.355200,113.712700,30.429952,0.000000,40.986702,-79.909780,82.726120,162.635900,40.986702,-0.000000,35.109607,-56.751779,88.246621,144.998400,35.109607,-0.000000,30.475405,-88.596779,30.527921,119.124700,30.475405,0.000000,26.412242,-41.843617,98.130383,139.974000,26.412242,0.000000,21.671290,-31.564530,71.576070,103.140600,21.671290,0.000000,0.721313,-11.448295,1.251705,12.700000,0.721313,0.000000,9.350349,-22.451591,15.948409,38.400000,9.350349,-0.000000,4.822787,-16.839432,8.760568,25.600000,4.822787,0.000000,7.646444,-25.086705,13.713295,38.800000,7.646444,0.000000,3.584237,-15.557841,7.642159,23.200000,3.584237,-0.000000,106.198727,-201.603084,138.556803,340.159886,106.198727,0,bobath handshake
11,-0.000000,30.833415,-56.796226,56.916474,113.712700,30.833415,0.000000,36.868293,-71.318210,77.815590,149.133800,36.868293,0.000000,36.777747,-69.153433,87.739367,156.892800,36.777747,0.000000,31.330318,-87.433082,31.691618,119.124700,31.330318,-0.000000,30.750973,-47.099827,95.080173,142.180000,30.750973,-0.000000,21.484698,-29.053341,74.087259,103.140600,21.484698,0.000000,0.721313,-11.448295,1.251705,12.700000,0.721313,-0.000000,9.017627,-24.956705,15.043295,40.000000,9.017627,0.000000,4.584954,-18.090909,8.909091,27.000000,4.584954,-0.000000,7.688652,-27.255795,13.944205,41.200000,7.688652,0.000000,3.512989,-12.267159,7.932841,20.200000,3.512989,-0.000000,102.146618,-205.035235,135.124651,340.159886,102.146618,0,bobath handshake
12,-0.000000,28.218758,-53.148522,67.989378,121.137900,28.218758,-0.000000,25.865373,-37.260940,55.415660,92.676600,25.865373,-0.000000,32.625764,-52.902623,79.086677,131.989300,32.625764,0.000000,38.368850,-79.083738,37.915962,116.999700,38.368850,-0.000000,29.984644,-47.016168,96.511132,143.527300,29.984644,-0.000000,19.505391,-36.543678,63.199522,99.743200,19.505391,0.000000,1.628699,-12.081250,5.018750,17.100000,1.628699,0.000000,7.789814,-14.350455,14.649545,29.000000,7.789814,-0.000000,5.731214,-14.054886,11.245114,25.300000,5.731214,0.000000,9.061637,-21.346023,16.853977,38.200000,9.061637,0.000000,3.705933,-13.518864,11.381136,24.900000,3.705933,0.000000,90.598152,-150.840611,139.654148,290.494759,90.598152,0,bobath handshake
13,0.000000,27.190464,-52.203612,62.307888,114.511500,27.190464,-0.000000,25.763897,-37.921158,54.764142,92.685300,25.763897,-0.000000,35.329676,-75.865008,82.994892,158.859900,35.329676,-0.000000,38.329294,-78.548906,38.450794,116.999700,38.329294,-0.000000,28.822249,-45.452405,92.424395,137.876800,28.822249,0.000000,18.371403,-36.414347,56.124053,92.538400,18.371403,0.000000,1.624919,-11.719091,5.080909,16.800000,1.624919,0.000000,7.646750,-20.456250,15.443750,35.900000,7.646750,0.000000,5.728312,-17.257500,11.442500,28.700000,5.728312,0.000000,9.171511,-28.902386,17.797614,46.700000,9.171511,0.000000,3.458749,-13.731818,11.668182,25.400000,3.458749,0.000000,88.977066,-154.663771,135.830987,290.494759,88.977066,0,bobath handshake
14,0.000000,27.048191,-55.725827,62.025673,117.751500,27.048191,-0.000000,26.613008,-40.574536,61.628064,102.202600,26.613008,-0.000000,33.688142,-72.051901,86.807999,158.859900,33.688142,0.000000,36.232454,-82.242485,34.757215,116.999700,36.232454,0.000000,30.906830,-47.592350,91.599050,139.191400,30.906830,-0.000000,19.681758,-37.583686,54.954714,92.538400,19.681758,-0.000000,1.629114,-12.003182,5.096818,17.100000,1.629114,-0.000000,7.386807,-22.160114,15.739886,37.900000,7.386807,-0.000000,5.593984,-18.861705,11.338295,30.200000,5.593984,0.000000,8.865261,-22.103636,18.296364,40.400000,8.865261,0.000000,3.298411,-10.105227,11.894773,22.000000,3.298411,0.000000,85.534634,-160.717608,129.777151,290.494759,85.534634,0,bobath handshake
15,-0.000000,32.362037,-48.646596,55.290704,103.937300,32.362037,-0.000000,15.913237,-38.539942,24.513658,63.053600,15.913237,-0.000000,33.449142,-61.282832,67.838868,129.121700,33.449142,0.000000,41.902423,-59.159338,58.759762,117.919100,41.902423,0.000000,17.421070,-34.546016,26.988684,61.534700,17.421070,0.000000,11.056866,-25.836952,16.604048,42.441000,11.056866,0.000000,0.711826,-11.434659,0.065341,11.500000,0.711826,0.000000,8.135255,-24.302841,11.097159,35.400000,8.135255,0.000000,6.324634,-21.117614,6.882386,28.000000,6.324634,0.000000,4.190678,-16.391477,9.308523,25.700000,4.190678,-0.000000,2.406013,-10.575455,7.224545,17.800000,2.406013,0.000000,79.836002,-92.448851,115.969704,208.418555,79.836002,0,bobath handshake
16,0.000000,36.388932,-57.090312,73.392688,130.483000,36.388932,0.000000,14.232295,-34.916088,41.359812,76.275900,14.232295,0.000000,31.333539,-56.984916,64.303384,121.288300,31.333539,0.000000,41.952841,-65.950989,51.968111,117.919100,41.952841,-0.000000,23.116301,-41.075957,63.022443,104.098400,23.116301,0.000000,23.621741,-45.855893,84.107807,129.963700,23.621741,0.000000,0.711826,-11.434659,0.065341,11.500000,0.711826,-0.000000,8.141663,-15.144773,13.655227,28.800000,8.141663,0.000000,6.447864,-13.134205,8.865795,22.000000,6.447864,0.000000,4.178571,-12.278182,10.321818,22.600000,4.178571,0.000000,2.427145,-13.181477,6.918523,20.100000,2.427145,-0.000000,76.260975,-106.281969,93.374915,199.656884,76.260975,0,bobath handshake
17,-0.000000,37.538631,-55.721765,74.761235,130.483000,37.538631,0.000000,14.138825,-36.475412,39.800488,76.275900,14.138825,-0.000000,30.971251,-55.922643,61.309857,117.232500,30.971251,0.000000,42.465501,-63.223596,54.695504,117.919100,42.465501,-0.000000,22.823497,-39.205000,60.902300,100.107300,22.823497,0.000000,23.334336,-46.784300,83.179400,129.963700,23.334336,0.000000,0.711826,-11.434659,0.065341,11.500000,0.711826,-0.000000,7.515781,-20.998295,12.201705,33.200000,7.515781,0.000000,6.123183,-18.026705,7.873295,25.900000,6.123183,0.000000,3.544809,-12.517159,9.482841,22.000000,3.544809,-0.000000,2.281085,-12.901477,7.198523,20.100000,2.281085,0.000000,77.299202,-104.160181,95.496703,199.656884,77.299202,0,bobath handshake
18,0.000000,32.304401,-47.278938,66.187462,113.466400,32.304401,-0.000000,22.103311,-44.863976,61.752524,106.616500,22.103311,0.000000,44.988239,-83.724186,84.796014,168.520200,44.988239,0.000000,50.886741,-69.211310,74.436790,143.648100,50.886741,0.000000,26.597042,-70.232990,44.090710,114.323700,26.597042,-0.000000,12.000508,-35.239900,28.989300,64.229200,12.000508,0.000000,2.393481,-12.835000,7.665000,20.500000,2.393481,0.000000,8.856135,-18.260795,12.039205,30.300000,8.856135,-0.000000,6.201884,-13.942045,8.657955,22.600000,6.201884,-0.000000,6.262464,-23.291591,10.708409,34.000000,6.262464,-0.000000,3.789594,-12.611023,9.888977,22.500000,3.789594,0.000000,90.311153,-138.025164,129.504301,267.529464,90.311153,0,bobath handshake
19,0.000000,28.935568,-54.487147,38.055453,92.542600,28.935568,-0.000000,25.090985,-67.407308,47.100792,114.508100,25.090985,-0.000000,39.305251,-70.332183,100.228917,170.561100,39.305251,0.000000,43.495871,-98.268975,40.571225,138.840200,43.495871,0.000000,32.203374,-114.458205,59.058795,173.517000,32.203374,-0.000000,21.027584,-77.775467,38.213633,115.989100,21.027584,0.000000,0.771214,-11.445114,2.054886,13.500000,0.771214,0.000000,11.590320,-30.986364,14.213636,45.200000,11.590320,0.000000,8.447965,-24.415341,11.584659,36.000000,8.447965,-0.000000,10.433477,-33.177955,16.222045,49.400000,10.433477,-0.000000,4.492183,-14.902841,12.497159,27.400000,4.492183,-0.000000,104.544856,-193.237380,139.865959,333.103338,104.544856,0,bobath handshake
20,-0.000000,26.266636,-55.632695,34.630405,90.263100,26.266636,0.000000,21.603771,-42.019784,44.927516,86.947300,21.603771,0.000000,34.480230,-65.567771,83.652529,149.220300,34.480230,-0.000000,40.938663,-101.077865,35.848935,136.926800,40.938663,0.000000,25.904111,-58.280752,52.453648,110.734400,25.904111,-0.000000,13.253164,-26.659080,30.215120,56.874200,13.253164,0.000000,0.822967,-11.580114,2.119886,13.700000,0.822967,0.000000,10.715716,-22.979545,15.520455,38.500000,10.715716,0.000000,8.221482,-19.810682,11.789318,31.600000,8.221482,-0.000000,9.792051,-28.937045,16.862955,45.800000,9.792051,-0.000000,4.349426,-16.290341,12.509659,28.800000,4.349426,-0.000000,99.821930,-203.184366,115.439183,318.623549,99.821930,0,bobath handshake
21,-0.000000,26.738227,-57.356440,32.846960,90.203400,26.738227,0.000000,23.566481,-48.189831,46.074369,94.264200,23.566481,0.000000,29.643069,-38.015139,73.687461,111.702600,29.643069,0.000000,41.270467,-98.275559,38.143141,136.418700,41.270467,0.000000,26.873675,-56.384456,54.349944,110.734400,26.873675,0.000000,13.355866,-28.823763,28.050437,56.874200,13.355866,0.000000,0.941384,-11.751023,2.048977,13.800000,0.941384,0.000000,9.452334,-18.963295,11.136705,30.100000,9.452334,0.000000,7.414827,-16.679091,8.920909,25.600000,7.414827,-0.000000,8.527477,-24.455455,13.144545,37.600000,8.527477,-0.000000,3.961811,-14.690795,12.609205,27.300000,3.961811,-0.000000,93.396427,-185.878253,111.069156,296.947409,93.396427,0,bobath handshake
22,0.000000,32.111538,-51.310342,45.608458,96.918800,32.111538,0.000000,18.121991,-33.065523,39.145877,72.211400,18.121991,0.000000,33.470196,-43.524883,81.509517,125.034400,33.470196,-0.000000,45.445722,-75.281850,53.984750,129.266600,45.445722,-0.000000,14.592176,-24.473873,37.916627,62.390500,14.592176,0.000000,9.827508,-17.148141,23.314259,40.462400,9.827508,0.000000,1.511528,-11.199432,2.900568,14.100000,1.511528,0.000000,8.819031,-25.163068,9.536932,34.700000,8.819031,-0.000000,7.117831,-20.095341,7.604659,27.700000,7.117831,-0.000000,7.765347,-23.248068,12.751932,36.000000,7.765347,-0.000000,3.072303,-14.807386,7.692614,22.500000,3.072303,0.000000,85.823473,-133.414667,164.749131,298.163799,85.823473,0,bobath handshake
23,-0.000000,31.984940,-55.547881,44.747219,100.295100,31.984940,0.000000,18.444178,-31.988053,38.514047,70.502100,18.444178,0.000000,32.287623,-43.473399,71.684901,115.158300,32.287623,0.000000,45.067440,-82.144124,54.295376,136.439500,45.067440,-0.000000,17.455313,-26.124840,56.710960,82.835800,17.455313,0.000000,9.733340,-17.394408,21.918792,39.313200,9.733340,-0.000000,1.541975,-12.414091,2.885909,15.300000,1.541975,0.000000,8.676997,-18.150000,9.050000,27.200000,8.676997,-0.000000,7.035177,-15.752727,7.047273,22.800000,7.035177,0.000000,7.708871,-20.805682,11.994318,32.800000,7.708871,-0.000000,3.122732,-13.013409,7.386591,20.400000,3.122732,0.000000,86.244560,-135.945199,162.218600,298.163799,86.244560,0,bobath handshake
24,0.000000,31.343523,-54.106402,42.451198,96.557600,31.343523,0.000000,16.939846,-29.913902,38.181098,68.095000,16.939846,0.000000,32.653358,-45.629293,74.292007,119.921300,32.653358,0.000000,44.997065,-81.953455,54.750945,136.704400,44.997065,0.000000,18.360075,-28.374065,54.461735,82.835800,18.360075,-0.000000,9.809313,-17.385007,18.883993,36.269000,9.809313,0.000000,1.613266,-13.023295,2.876705,15.900000,1.613266,0.000000,9.372247,-17.523182,10.076818,27.600000,9.372247,0.000000,7.442592,-15.066705,7.833295,22.900000,7.442592,-0.000000,8.266210,-20.804773,12.495227,33.300000,8.266210,0.000000,3.158547,-14.941136,6.558864,21.500000,3.158547,0.000000,88.344477,-153.894820,147.605885,301.500705,88.344477,0,bobath handshake
25,-0.000000,31.236985,-56.663629,66.975971,123.639600,31.236985,0.000000,26.062510,-43.920622,51.037878,94.958500,26.062510,0.000000,28.183557,-68.418653,67.826947,136.245600,28.183557,0.000000,22.386715,-70.282059,33.213941,103.496000,22.386715,-0.000000,21.508507,-39.071540,55.333260,94.404800,21.508507,0.000000,9.158429,-18.619339,24.015961,42.635300,9.158429,0.000000,1.244150,-10.750795,3.449205,14.200000,1.244150,0.000000,8.946875,-22.584091,10.415909,33.000000,8.946875,-0.000000,7.003509,-19.470795,10.129205,29.600000,7.003509,0.000000,6.613226,-23.270455,13.229545,36.500000,6.613226,0.000000,2.963825,-13.763977,10.836023,24.600000,2.963825,0.000000,92.754412,-190.586092,146.801252,337.387344,92.754412,0,bobath handshake
26,0.000000,30.699254,-55.873851,67.765749,123.639600,30.699254,0.000000,25.636397,-39.718933,53.717567,93.436500,25.636397,-0.000000,23.864870,-73.537259,62.708341,136.245600,23.864870,-0.000000,23.326961,-67.948613,35.547388,103.496000,23.326961,0.000000,20.648420,-40.337284,54.067516,94.404800,20.648420,-0.000000,8.590919,-20.549777,24.263623,44.813400,8.590919,-0.000000,1.223405,-11.228523,3.471477,14.700000,1.223405,-0.000000,9.069686,-22.592614,9.707386,32.300000,9.069686,0.000000,7.029802,-18.160341,10.039659,28.200000,7.029802,-0.000000,6.740879,-25.152386,13.247614,38.400000,6.740879,-0.000000,3.018580,-14.809318,10.790682,25.600000,3.018580,-0.000000,90.308198,-192.655396,132.552010,325.207407,90.308198,0,bobath handshake
27,0.000000,30.354801,-58.005989,65.633611,123.639600,30.354801,-0.000000,26.321114,-39.079269,56.981131,96.060400,26.321114,0.000000,21.640902,-41.184891,60.445309,101.630200,21.640902,0.000000,24.129717,-69.151992,34.344008,103.496000,24.129717,-0.000000,20.024495,-20.341271,46.796929,67.138200,20.024495,0.000000,9.040767,-20.271482,25.195818,45.467300,9.040767,0.000000,1.229149,-11.504659,2.995341,14.500000,1.229149,-0.000000,9.043274,-18.518523,9.181477,27.700000,9.043274,0.000000,6.912369,-15.164773,9.835227,25.000000,6.912369,-0.000000,6.569954,-24.769773,12.830227,37.600000,6.569954,0.000000,2.864624,-14.082955,11.017045,25.100000,2.864624,-0.000000,89.156439,-183.790861,132.407930,316.198791,89.156439,0,bobath handshake
28,0.000000,21.979120,-49.814609,34.021991,83.836600,21.979120,-0.000000,18.672537,-40.201968,41.655833,81.857800,18.672537,-0.000000,26.666245,-45.869273,42.826727,88.696000,26.666245,0.000000,31.785532,-64.443844,49.033356,113.477200,31.785532,-0.000000,8.170146,-17.676783,25.544917,43.221700,8.170146,0.000000,7.271231,-23.603661,16.048639,39.652300,7.271231,-0.000000,10.307201,-19.328409,11.671591,31.000000,10.307201,-0.000000,19.610379,-33.235455,20.364545,53.600000,19.610379,-0.000000,15.988784,-27.856818,18.843182,46.700000,15.988784,-0.000000,23.263267,-41.755682,25.644318,67.400000,23.263267,0.000000,11.801577,-22.027273,17.272727,39.300000,11.801577,0.000000,69.424141,-107.159385,91.593372,198.752757,69.424141,0,bobath handshake
29,-0.000000,22.663478,-50.661835,38.220065,88.881900,22.663478,0.000000,18.064684,-42.193581,39.664219,81.857800,18.064684,-0.000000,27.661246,-48.400159,45.466941,93.867100,27.661246,-0.000000,32.010185,-65.673443,46.771657,112.445100,32.010185,-0.000000,8.097980,-18.094936,25.126764,43.221700,8.097980,0.000000,5.756465,-13.594418,15.292382,28.886800,5.756465,-0.000000,9.821073,-19.719773,11.280227,31.000000,9.821073,-0.000000,18.735510,-33.802273,19.697727,53.500000,18.735510,0.000000,15.367261,-28.528409,18.171591,46.700000,15.367261,-0.000000,22.258327,-42.717045,24.682955,67.400000,22.258327,0.000000,11.258562,-22.501136,16.798864,39.300000,11.258562,-0.000000,69.997771,-107.428293,91.324464,198.752757,69.997771,0,bobath handshake
30,-0.000000,22.436136,-50.183150,38.698750,88.881900,22.436136,-0.000000,15.246256,-26.375276,37.135224,63.510500,15.246256,0.000000,28.259711,-50.689071,52.802529,103.491600,28.259711,-0.000000,31.593556,-63.497244,47.223556,110.720800,31.593556,0.000000,8.300668,-18.603160,24.618540,43.221700,8.300668,0.000000,5.244515,-12.350396,14.343904,26.694300,5.244515,0.000000,10.154188,-19.084091,11.915909,31.000000,10.154188,0.000000,19.173477,-32.815455,20.684545,53.500000,19.173477,-0.000000,15.778201,-27.711364,18.988636,46.700000,15.778201,-0.000000,22.834598,-41.339091,26.060909,67.400000,22.834598,0.000000,11.608304,-21.717045,17.582955,39.300000,11.608304,-0.000000,68.802417,-104.127340,92.779346,196.906687,68.802417,0,bobath handshake
31,0.000000,39.242990,-55.606024,82.225576,137.831600,39.242990,0.000000,16.255722,-40.907016,40.454084,81.361100,16.255722,0.000000,32.591551,-51.340263,67.809537,119.149800,32.591551,-0.000000,45.109767,-69.372916,63.613684,132.986600,45.109767,-0.000000,15.752874,-29.188657,54.374143,83.562800,15.752874,0.000000,12.466277,-18.211950,47.438650,65.650600,12.466277,-0.000000,3.408854,-54.768750,0.531250,55.300000,3.408854,0.000000,4.992506,-20.216364,6.983636,27.200000,4.992506,-0.000000,4.396432,-19.665114,5.334886,25.000000,4.396432,-0.000000,3.707770,-14.969886,7.230114,22.200000,3.707770,0.000000,1.753548,-12.459659,5.740341,18.200000,1.753548,-0.000000,81.133471,-92.159233,108.335315,200.494548,81.133471,0,bobath handshake
32,-0.000000,40.400192,-58.685682,79.083918,137.769600,40.400192,0.000000,17.755571,-36.361575,43.630325,79.991900,17.755571,-0.000000,32.268753,-50.252098,68.667802,118.919900,32.268753,0.000000,45.478878,-73.270796,59.715804,132.986600,45.478878,-0.000000,17.251522,-30.229534,53.333266,83.562800,17.251522,-0.000000,13.547059,-19.088498,45.615302,64.703800,13.547059,0.000000,3.835472,-54.586591,0.713409,55.300000,3.835472,0.000000,5.411311,-20.925568,7.474432,28.400000,5.411311,-0.000000,5.030185,-20.776705,6.423295,27.200000,5.030185,-0.000000,3.740305,-14.177841,7.822159,22.000000,3.740305,0.000000,1.682137,-11.947841,5.752159,17.700000,1.682137,0.000000,80.438394,-98.009166,99.638928,197.648094,80.438394,0,bobath handshake
