sample_id,ch00_imu1_pitch_mean,ch00_imu1_pitch_std,ch00_imu1_pitch_min,ch00_imu1_pitch_max,ch00_imu1_pitch_range,ch00_imu1_pitch_rms,ch01_imu1_yaw_mean,ch01_imu1_yaw_std,ch01_imu1_yaw_min,ch01_imu1_yaw_max,ch01_imu1_yaw_range,ch01_imu1_yaw_rms,ch02_imu1_roll_mean,ch02_imu1_roll_std,ch02_imu1_roll_min,ch02_imu1_roll_max,ch02_imu1_roll_range,ch02_imu1_roll_rms,ch03_imu2_pitch_mean,ch03_imu2_pitch_std,ch03_imu2_pitch_min,ch03_imu2_pitch_max,ch03_imu2_pitch_range,ch03_imu2_pitch_rms,ch04_imu2_yaw_mean,ch04_imu2_yaw_std,ch04_imu2_yaw_min,ch04_imu2_yaw_max,ch04_imu2_yaw_range,ch04_imu2_yaw_rms,ch05_imu2_roll_mean,ch05_imu2_roll_std,ch05_imu2_roll_min,ch05_imu2_roll_max,ch05_imu2_roll_range,ch05_imu2_roll_rms,ch06_glove_f1_thumb_mean,ch06_glove_f1_thumb_std,ch06_glove_f1_thumb_min,ch06_glove_f1_thumb_max,ch06_glove_f1_thumb_range,ch06_glove_f1_thumb_rms,ch07_glove_f2_index_mean,ch07_glove_f2_index_std,ch07_glove_f2_index_min,ch07_glove_f2_index_max,ch07_glove_f2_index_range,ch07_glove_f2_index_rms,ch08_glove_f3_middle_mean,ch08_glove_f3_middle_std,ch08_glove_f3_middle_min,ch08_glove_f3_middle_max,ch08_glove_f3_middle_range,ch08_glove_f3_middle_rms,ch09_glove_f4_ring_mean,ch09_glove_f4_ring_std,ch09_glove_f4_ring_min,ch09_glove_f4_ring_max,ch09_glove_f4_ring_range,ch09_glove_f4_ring_rms,ch10_glove_f5_pinky_mean,ch10_glove_f5_pinky_std,ch10_glove_f5_pinky_min,ch10_glove_f5_pinky_max,ch10_glove_f5_pinky_range,ch10_glove_f5_pinky_rms,ch11_glove_s5_pitch_mean,ch11_glove_s5_pitch_std,ch11_glove_s5_pitch_min,ch11_glove_s5_pitch_max,ch11_glove_s5_pitch_range,ch11_glove_s5_pitch_rms,movement_id,movement_name
2224,0.000000,37.294744,-60.765825,68.623075,129.388900,37.294744,0.000000,54.341720,-113.096816,103.062084,216.158900,54.341720,-0.000000,57.155324,-97.405686,122.347514,219.753200,57.155324,-0.000000,45.070927,-45.097588,70.087612,115.185200,45.070927,-0.000000,11.335334,-27.752657,14.346843,42.099500,11.335334,0.000000,10.488429,-35.775488,21.250712,57.026200,10.488429,0.000000,1.169597,-12.119886,2.880114,15.000000,1.169597,0.000000,1.972950,-20.827841,5.072159,25.900000,1.972950,0.000000,1.036669,-13.700000,2.700000,16.400000,1.036669,0.000000,0.767716,-11.419886,1.080114,12.500000,0.767716,-0.000000,0.731631,-11.505909,0.494091,12.000000,0.731631,0.000000,82.167128,-164.001744,143.573459,307.575204,82.167128,8,shoulder joint internal and external rotation
2225,-0.000000,21.805307,-32.956635,51.116365,84.073000,21.805307,-0.000000,42.234420,-98.506134,76.793866,175.300000,42.234420,-0.000000,33.291940,-63.043087,85.462613,148.505700,33.291940,-0.000000,26.927559,-55.270905,39.720295,94.991200,26.927559,0.000000,25.610841,-57.931454,66.959446,124.890900,25.610841,0.000000,17.636162,-44.277586,43.411614,87.689200,17.636162,0.000000,4.588572,-1.055341,23.544659,24.600000,4.588572,0.000000,4.535141,-1.050000,20.950000,22.000000,4.535141,0.000000,4.535141,-1.050000,20.950000,22.000000,4.535141,-0.000000,4.183568,-0.968182,20.131818,21.100000,4.183568,-0.000000,4.608509,-1.070455,21.829545,22.900000,4.608509,-0.000000,2.187985,-20.836380,21.887364,42.723744,2.187985,8,shoulder joint internal and external rotation
2226,0.000000,22.003511,-33.017607,51.055393,84.073000,22.003511,0.000000,43.695334,-99.676533,75.623467,175.300000,43.695334,0.000000,34.362616,-61.215299,87.290401,148.505700,34.362616,-0.000000,27.246959,-52.212569,39.791431,92.004000,27.246959,-0.000000,25.314128,-58.107771,66.783129,124.890900,25.314128,0.000000,17.848032,-44.045121,43.644079,87.689200,17.848032,0.000000,5.563356,-1.579432,23.020568,24.600000,5.563356,-0.000000,5.544310,-1.575000,20.425000,22.000000,5.544310,-0.000000,5.544310,-1.575000,20.425000,22.000000,5.544310,-0.000000,5.109025,-1.448750,19.651250,21.100000,5.109025,0.000000,5.711780,-1.621023,22.278977,23.900000,5.711780,0.000000,5.122108,-21.550329,44.002345,65.552674,5.122108,8,shoulder joint internal and external rotation
2227,0.000000,21.874072,-32.137766,51.935234,84.073000,21.874072,0.000000,42.575915,-98.075106,77.224894,175.300000,42.575915,0.000000,33.568498,-60.887354,87.618346,148.505700,33.568498,-0.000000,26.349491,-52.533975,39.470025,92.004000,26.349491,0.000000,25.651869,-58.202921,66.687979,124.890900,25.651869,-0.000000,17.986517,-44.168651,43.520549,87.689200,17.986517,-0.000000,4.584433,-1.075568,23.024432,24.100000,4.584433,-0.000000,4.589594,-1.075000,20.925000,22.000000,4.589594,-0.000000,4.589594,-1.075000,20.925000,22.000000,4.589594,0.000000,4.229548,-0.992045,20.107955,21.100000,4.229548,0.000000,4.652686,-1.089773,21.810227,22.900000,4.652686,-0.000000,2.783641,-20.922655,32.426018,53.348673,2.783641,8,shoulder joint internal and external rotation
2228,-0.000000,27.556331,-50.269871,58.484029,108.753900,27.556331,-0.000000,64.223533,-137.401901,106.019199,243.421100,64.223533,0.000000,49.706210,-96.837350,95.041250,191.878600,49.706210,0.000000,40.156304,-53.644872,51.982328,105.627200,40.156304,-0.000000,17.298916,-37.569403,29.913197,67.482600,17.298916,-0.000000,13.457828,-31.657943,16.776457,48.434400,13.457828,0.000000,2.129552,-9.090000,8.410000,17.500000,2.129552,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,0.000000,0.800038,-10.047273,0.952727,11.000000,0.800038,-0.000000,0.693089,-10.959091,1.040909,12.000000,0.693089,0.000000,75.372670,-165.958408,122.364268,288.322676,75.372670,8,shoulder joint internal and external rotation
2229,-0.000000,29.247323,-52.590793,57.841107,110.431900,29.247323,0.000000,64.347450,-132.868314,110.552786,243.421100,64.347450,0.000000,49.634852,-96.102222,95.776378,191.878600,49.634852,-0.000000,39.858298,-58.244026,47.383174,105.627200,39.858298,0.000000,17.622741,-36.256177,31.226423,67.482600,17.622741,0.000000,14.680918,-29.469342,18.965058,48.434400,14.680918,-0.000000,2.008592,-11.521591,8.078409,19.600000,2.008592,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,0.000000,0.783639,-10.076136,0.923864,11.000000,0.783639,-0.000000,0.683124,-10.943182,0.556818,11.500000,0.683124,0.000000,74.958671,-166.041937,122.960840,289.002777,74.958671,8,shoulder joint internal and external rotation
2230,-0.000000,28.972811,-53.824240,58.356060,112.180300,28.972811,-0.000000,62.398936,-110.444582,113.297218,223.741800,62.398936,0.000000,48.770980,-105.632879,97.885721,203.518600,48.770980,0.000000,39.797304,-57.066808,49.570692,106.637500,39.797304,-0.000000,17.764415,-39.786366,32.187234,71.973600,17.764415,0.000000,14.957847,-29.698044,18.736356,48.434400,14.957847,0.000000,1.957940,-10.653977,7.946023,18.600000,1.957940,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,-0.000000,0.680877,-10.937500,0.062500,11.000000,0.680877,-0.000000,0.810694,-10.115909,1.384091,11.500000,0.810694,-0.000000,0.687071,-10.951136,0.748864,11.700000,0.687071,-0.000000,74.915388,-166.650756,122.352020,289.002777,74.915388,8,shoulder joint internal and external rotation
2231,-0.000000,32.637204,-66.775550,50.886150,117.661700,32.637204,-0.000000,51.437432,-99.963181,89.292919,189.256100,51.437432,0.000000,59.684323,-95.893283,77.484717,173.378000,59.684323,0.000000,33.288081,-45.307652,49.070848,94.378500,33.288081,0.000000,25.289645,-53.096543,48.144557,101.241100,25.289645,-0.000000,8.828886,-19.073128,20.338972,39.412100,8.828886,-0.000000,1.112614,-13.745341,2.254659,16.000000,1.112614,0.000000,2.807636,-24.108750,8.691250,32.800000,2.807636,-0.000000,3.220814,-18.697159,12.302841,31.000000,3.220814,0.000000,1.276725,-13.032955,5.367045,18.400000,1.276725,0.000000,1.294811,-11.357500,5.142500,16.500000,1.294811,-0.000000,55.772124,-150.230513,128.934578,279.165091,55.772124,8,shoulder joint internal and external rotation
2232,0.000000,34.823654,-67.048160,52.082340,119.130500,34.823654,0.000000,62.683662,-137.328777,90.057723,227.386500,62.683662,0.000000,61.467362,-89.166874,85.601726,174.768600,61.467362,0.000000,34.781353,-44.258012,50.120488,94.378500,34.781353,-0.000000,26.051431,-57.957332,43.283767,101.241100,26.051431,0.000000,9.266228,-19.033152,20.378948,39.412100,9.266228,-0.000000,0.973807,-13.502614,1.797386,15.300000,0.973807,0.000000,2.032215,-20.305682,5.494318,25.800000,2.032215,0.000000,2.023917,-14.057386,3.942614,18.000000,2.023917,0.000000,0.930406,-11.734091,1.765909,13.500000,0.930406,0.000000,0.932471,-11.318068,2.881932,14.200000,0.932471,0.000000,63.564450,-154.037147,125.223055,279.260202,63.564450,8,shoulder joint internal and external rotation
2233,-0.000000,35.540061,-68.099377,52.715222,120.814600,35.540061,0.000000,62.269051,-131.841050,95.545450,227.386500,62.269051,0.000000,62.645889,-98.564760,103.737340,202.302100,62.645889,-0.000000,34.873968,-46.428396,47.995004,94.423400,34.873968,0.000000,31.793352,-72.026782,46.745418,118.772200,31.793352,0.000000,9.613211,-19.083465,20.328635,39.412100,9.613211,-0.000000,1.101551,-13.692045,4.607955,18.300000,1.101551,-0.000000,2.048989,-21.458750,5.241250,26.700000,2.048989,0.000000,1.519017,-15.526705,3.173295,18.700000,1.519017,-0.000000,0.863148,-12.113409,1.986591,14.100000,0.863148,0.000000,1.314224,-11.159318,3.840682,15.000000,1.314224,0.000000,64.810356,-150.659251,128.600951,279.260202,64.810356,8,shoulder joint internal and external rotation
2234,0.000000,42.054471,-74.298787,65.663613,139.962400,42.054471,-0.000000,109.696145,-246.489551,232.304349,478.793900,109.696145,0.000000,138.208451,-321.542266,259.926134,581.468400,138.208451,-0.000000,20.594305,-42.966972,42.878428,85.845400,20.594305,-0.000000,33.190403,-76.375857,66.793243,143.169100,33.190403,0.000000,99.877152,-165.966852,180.072548,346.039400,99.877152,0.000000,2.309805,-13.138068,7.661932,20.800000,2.309805,0.000000,0.915308,-13.841364,0.958636,14.800000,0.915308,0.000000,0.712867,-11.440341,0.259659,11.700000,0.712867,0.000000,0.720594,-11.456250,0.843750,12.300000,0.720594,-0.000000,0.696278,-10.113182,0.886818,11.000000,0.696278,0.000000,79.332436,-138.855439,166.425642,305.281081,79.332436,8,shoulder joint internal and external rotation
2235,-0.000000,42.230208,-73.376402,68.343698,141.720100,42.230208,0.000000,104.411640,-254.461939,224.331961,478.793900,104.411640,-0.000000,132.146529,-312.471028,248.423372,560.894400,132.146529,0.000000,20.099430,-42.123570,38.672830,80.796400,20.099430,-0.000000,33.279854,-77.090685,66.078415,143.169100,33.279854,0.000000,101.745619,-166.387989,182.441111,348.829100,101.745619,-0.000000,2.268850,-12.849545,7.650455,20.500000,2.268850,0.000000,0.917036,-13.800000,1.300000,15.100000,0.917036,0.000000,0.712867,-11.440341,0.259659,11.700000,0.712867,0.000000,0.720594,-11.456250,0.843750,12.300000,0.720594,-0.000000,0.677767,-9.983977,0.916023,10.900000,0.677767,-0.000000,78.473035,-142.039994,163.241087,305.281081,78.473035,8,shoulder joint internal and external rotation
2236,-0.000000,42.609214,-74.583582,69.793018,144.376600,42.609214,-0.000000,98.082846,-205.435221,216.736679,422.171900,98.082846,0.000000,125.747838,-271.236242,244.705258,515.941500,125.747838,-0.000000,19.287889,-41.960308,38.178492,80.138800,19.287889,-0.000000,34.222622,-76.054673,67.114427,143.169100,34.222622,-0.000000,100.204292,-162.964739,190.914961,353.879700,100.204292,0.000000,2.235971,-13.017614,7.682386,20.700000,2.235971,-0.000000,0.944275,-13.719773,1.380227,15.100000,0.944275,0.000000,0.712867,-11.440341,0.259659,11.700000,0.712867,0.000000,0.720745,-11.455114,0.844886,12.300000,0.720745,0.000000,0.680965,-10.212273,0.887727,11.100000,0.680965,-0.000000,75.793505,-153.984192,144.003136,297.987328,75.793505,8,shoulder joint internal and external rotation
2237,0.000000,23.108692,-46.738274,27.934626,74.672900,23.108692,0.000000,46.557817,-84.376117,78.502483,162.878600,46.557817,-0.000000,48.712586,-74.314888,60.819212,135.134100,48.712586,0.000000,36.612654,-55.041223,37.967677,93.008900,36.612654,-0.000000,47.321263,-61.835655,85.154745,146.990400,47.321263,-0.000000,11.069819,-15.659258,20.581142,36.240400,11.069819,-0.000000,0.985660,-14.297159,0.702841,15.000000,0.985660,-0.000000,1.895206,-28.427841,1.572159,30.000000,1.895206,-0.000000,1.443960,-22.143182,0.856818,23.000000,1.443960,0.000000,0.864844,-12.650000,0.850000,13.500000,0.864844,0.000000,0.786657,-10.836932,0.663068,11.500000,0.786657,0.000000,26.092400,-45.705022,56.920886,102.625908,26.092400,8,shoulder joint internal and external rotation
2238,-0.000000,23.192245,-44.591865,27.324635,71.916500,23.192245,0.000000,51.642789,-89.101293,78.800707,167.902000,51.642789,0.000000,54.001565,-85.903612,62.866988,148.770600,54.001565,0.000000,37.176098,-50.363541,42.438359,92.801900,37.176098,-0.000000,19.230094,-27.385365,43.903835,71.289200,19.230094,0.000000,11.735811,-14.712802,23.055098,37.767900,11.735811,-0.000000,0.938406,-14.514205,0.985795,15.500000,0.938406,0.000000,1.861734,-28.392273,1.107727,29.500000,1.861734,-0.000000,1.380477,-21.930682,1.069318,23.000000,1.380477,0.000000,0.873813,-12.713750,0.886250,13.600000,0.873813,-0.000000,0.814204,-10.955114,0.944886,11.900000,0.814204,0.000000,26.326605,-45.080562,55.936481,101.017043,26.326605,8,shoulder joint internal and external rotation
2239,-0.000000,23.092429,-41.313301,27.320099,68.633400,23.092429,0.000000,39.540825,-60.311353,59.590047,119.901400,39.540825,0.000000,47.135756,-65.967766,61.816034,127.783800,47.135756,0.000000,37.242469,-53.770098,42.950802,96.720900,37.242469,0.000000,20.411885,-32.617746,46.060654,78.678400,20.411885,-0.000000,10.887289,-13.473213,20.835587,34.308800,10.887289,0.000000,1.099134,-14.657955,1.642045,16.300000,1.099134,0.000000,1.914437,-28.478977,3.921023,32.400000,1.914437,-0.000000,1.450152,-22.140909,1.159091,23.300000,1.450152,0.000000,0.861908,-12.503523,0.496477,13.000000,0.861908,-0.000000,0.823159,-11.025227,0.874773,11.900000,0.823159,-0.000000,24.404966,-46.315166,43.811095,90.126261,24.404966,8,shoulder joint internal and external rotation
2240,0.000000,25.182625,-45.995805,38.585795,84.581600,25.182625,-0.000000,42.226775,-68.960430,71.047670,140.008100,42.226775,0.000000,54.688859,-70.207426,106.352974,176.560400,54.688859,0.000000,26.241384,-43.936512,44.626088,88.562600,26.241384,0.000000,10.239943,-20.163150,23.049650,43.212800,10.239943,-0.000000,8.748317,-15.223286,22.200314,37.423600,8.748317,0.000000,1.312245,-15.531818,2.468182,18.000000,1.312245,0.000000,2.044390,-30.809091,2.690909,33.500000,2.044390,0.000000,1.665338,-25.463068,2.036932,27.500000,1.665338,-0.000000,1.329349,-15.585227,3.014773,18.600000,1.329349,0.000000,1.201506,-14.915682,1.484318,16.400000,1.201506,0.000000,56.035015,-100.793390,157.566458,258.359848,56.035015,8,shoulder joint internal and external rotation
2241,0.000000,25.142498,-44.961870,39.619730,84.581600,25.142498,0.000000,42.059968,-66.417901,73.590199,140.008100,42.059968,0.000000,51.830525,-63.615828,100.373272,163.989100,51.830525,0.000000,25.437013,-34.121624,45.571376,79.693000,25.437013,-0.000000,9.813962,-21.216313,21.996487,43.212800,9.813962,0.000000,9.173130,-17.461996,22.097804,39.559800,9.173130,-0.000000,1.325153,-15.610227,2.389773,18.000000,1.325153,0.000000,2.079675,-31.256591,2.743409,34.000000,2.079675,-0.000000,1.684712,-25.472727,2.027273,27.500000,1.684712,-0.000000,1.202043,-14.526136,2.573864,17.100000,1.202043,0.000000,1.194481,-14.600568,1.499432,16.100000,1.194481,0.000000,56.385511,-99.853890,158.505958,258.359848,56.385511,8,shoulder joint internal and external rotation
2242,0.000000,25.507794,-44.332171,40.249429,84.581600,25.507794,0.000000,42.620388,-65.491784,69.827316,135.319100,42.620388,0.000000,53.962882,-63.419976,100.569124,163.989100,53.962882,-0.000000,25.803909,-34.512240,45.772760,80.285000,25.803909,0.000000,9.627768,-20.509415,17.646385,38.155800,9.627768,0.000000,9.138623,-16.956457,15.328643,32.285100,9.138623,0.000000,1.245824,-15.759091,2.240909,18.000000,1.245824,-0.000000,2.020173,-30.568864,2.031136,32.600000,2.020173,0.000000,1.681674,-25.022727,2.177273,27.200000,1.681674,0.000000,1.133524,-14.617159,1.582841,16.200000,1.133524,0.000000,1.248779,-14.902273,1.597727,16.500000,1.248779,-0.000000,56.845856,-96.038986,162.320862,258.359848,56.845856,8,shoulder joint internal and external rotation
2243,0.000000,31.208864,-48.241621,42.384879,90.626500,31.208864,-0.000000,45.431919,-89.677399,85.349701,175.027100,45.431919,-0.000000,52.673623,-86.881996,103.407504,190.289500,52.673623,0.000000,41.243492,-82.133225,41.070175,123.203400,41.243492,-0.000000,29.970073,-58.123063,73.293737,131.416800,29.970073,0.000000,28.186602,-40.277432,59.304468,99.581900,28.186602,0.000000,1.413085,-12.108068,3.391932,15.500000,1.413085,0.000000,1.421219,-18.351136,2.148864,20.500000,1.421219,0.000000,1.108789,-15.063295,1.936705,17.000000,1.108789,0.000000,2.006916,-21.287727,4.212273,25.500000,2.006916,-0.000000,2.025132,-11.685341,4.414659,16.100000,2.025132,0.000000,26.822744,-46.057710,78.346897,124.404607,26.822744,8,shoulder joint internal and external rotation
2244,0.000000,30.728835,-54.047477,36.579023,90.626500,30.728835,-0.000000,42.897488,-84.330995,81.114605,165.445600,42.897488,0.000000,49.966831,-78.068616,110.520984,188.589600,49.966831,0.000000,42.157945,-85.527522,37.675878,123.203400,42.157945,-0.000000,31.804539,-58.928295,72.488505,131.416800,31.804539,-0.000000,29.087168,-44.119939,55.461961,99.581900,29.087168,0.000000,1.407648,-13.547727,3.452273,17.000000,1.407648,-0.000000,1.477336,-19.348636,2.051364,21.400000,1.477336,-0.000000,1.131826,-15.985568,1.714432,17.700000,1.131826,0.000000,1.910648,-22.990909,3.809091,26.800000,1.910648,-0.000000,1.841563,-12.720455,4.879545,17.600000,1.841563,0.000000,26.407805,-50.194097,74.210511,124.404607,26.407805,8,shoulder joint internal and external rotation
2245,-0.000000,30.949314,-52.724433,37.902067,90.626500,30.949314,0.000000,42.917929,-83.745705,78.987795,162.733500,42.917929,0.000000,47.220429,-75.278777,93.750423,169.029200,47.220429,-0.000000,40.698169,-83.808983,36.942517,120.751500,40.698169,-0.000000,33.876509,-56.695432,74.721368,131.416800,33.876509,-0.000000,28.276925,-44.654271,54.927629,99.581900,28.276925,0.000000,1.268629,-12.796591,2.703409,15.500000,1.268629,-0.000000,1.471090,-19.570455,1.929545,21.500000,1.471090,0.000000,1.172023,-16.360568,2.339432,18.700000,1.172023,-0.000000,1.878596,-22.756023,3.743977,26.500000,1.878596,-0.000000,1.890648,-12.383636,5.016364,17.400000,1.890648,0.000000,23.831608,-46.135960,52.015721,98.151681,23.831608,8,shoulder joint internal and external rotation
2246,-0.000000,29.869980,-52.206118,39.136482,91.342600,29.869980,0.000000,101.772641,-153.359159,218.216841,371.576000,101.772641,-0.000000,84.745486,-126.147245,189.370255,315.517500,84.745486,0.000000,48.583615,-50.968913,71.535587,122.504500,48.583615,0.000000,35.690445,-64.832601,68.956799,133.789400,35.690445,0.000000,34.086352,-62.804912,44.211188,107.016100,34.086352,0.000000,1.094516,-15.031818,2.668182,17.700000,1.094516,-0.000000,0.846570,-12.758295,1.041705,13.800000,0.846570,-0.000000,0.880082,-12.235682,1.264318,13.500000,0.880082,0.000000,0.797002,-11.688636,0.811364,12.500000,0.797002,0.000000,1.187394,-15.219773,2.480227,17.700000,1.187394,-0.000000,57.334071,-95.180996,61.932053,157.113049,57.334071,8,shoulder joint internal and external rotation
2247,0.000000,30.020818,-53.783545,37.559055,91.342600,30.020818,0.000000,104.166982,-143.249886,246.751514,390.001400,104.166982,-0.000000,92.194712,-116.337813,212.262487,328.600300,92.194712,-0.000000,48.107636,-50.862453,70.987247,121.849700,48.107636,-0.000000,30.738463,-59.047147,43.013753,102.060900,30.738463,0.000000,33.219983,-62.160007,44.394393,106.554400,33.219983,-0.000000,0.954970,-14.120455,1.679545,15.800000,0.954970,0.000000,0.810672,-12.561364,1.038636,13.600000,0.810672,0.000000,0.902254,-12.538068,0.861932,13.400000,0.902254,0.000000,0.782375,-11.966591,0.933409,12.900000,0.782375,0.000000,1.123427,-15.755114,1.344886,17.100000,1.123427,0.000000,57.331672,-98.519763,58.593285,157.113049,57.331672,8,shoulder joint internal and external rotation
2248,-0.000000,29.966757,-47.323338,38.440362,85.763700,29.966757,-0.000000,79.907788,-217.132597,301.873603,519.006200,79.907788,-0.000000,83.102074,-213.572611,253.438589,467.011200,83.102074,0.000000,46.940312,-49.439344,65.323556,114.762900,46.940312,0.000000,27.432812,-49.455370,41.820030,91.275400,27.432812,-0.000000,34.553892,-52.504285,46.084815,98.589100,34.553892,-0.000000,1.133520,-15.362500,2.937500,18.300000,1.133520,0.000000,0.888413,-13.057955,1.042045,14.100000,0.888413,-0.000000,0.895173,-12.338068,1.061932,13.400000,0.895173,-0.000000,0.790147,-11.755568,0.844432,12.600000,0.790147,0.000000,1.107941,-15.203409,1.896591,17.100000,1.107941,0.000000,59.833954,-89.218354,64.003165,153.221519,59.833954,8,shoulder joint internal and external rotation
2249,0.000000,29.481859,-43.223518,35.360182,78.583700,29.481859,-0.000000,34.722807,-60.743061,91.539139,152.282200,34.722807,-0.000000,56.784301,-124.569299,81.770801,206.340100,56.784301,0.000000,34.527550,-61.782756,43.343144,105.125900,34.527550,0.000000,17.667016,-46.065781,45.246019,91.311800,17.667016,0.000000,8.759984,-26.084936,14.853964,40.938900,8.759984,-0.000000,2.021418,-15.210909,6.989091,22.200000,2.021418,0.000000,0.855219,-11.130682,2.369318,13.500000,0.855219,0.000000,2.055283,-12.180795,4.219205,16.400000,2.055283,-0.000000,4.642099,-19.110568,11.189432,30.300000,4.642099,-0.000000,37.666420,-46.413068,47.886932,94.300000,37.666420,0.000000,85.387017,-116.021908,128.921560,244.943468,85.387017,8,shoulder joint internal and external rotation
2250,-0.000000,29.502018,-45.576717,37.375383,82.952100,29.502018,-0.000000,37.854587,-64.669982,101.951318,166.621300,37.854587,0.000000,59.408197,-140.724417,89.120083,229.844500,59.408197,-0.000000,35.192694,-63.280825,41.845075,105.125900,35.192694,0.000000,19.637233,-45.633187,47.356413,92.989600,19.637233,0.000000,10.264759,-31.735175,16.623025,48.358200,10.264759,0.000000,2.042308,-16.226591,7.073409,23.300000,2.042308,-0.000000,0.855695,-11.139773,2.360227,13.500000,0.855695,0.000000,2.072248,-14.030000,4.370000,18.400000,2.072248,0.000000,4.701470,-22.584318,11.215682,33.800000,4.701470,0.000000,39.190889,-45.411364,50.588636,96.000000,39.190889,0.000000,87.401532,-117.149983,127.836457,244.986440,87.401532,8,shoulder joint internal and external rotation
2251,0.000000,29.424690,-45.147935,37.804165,82.952100,29.424690,0.000000,37.934954,-70.378317,96.242983,166.621300,37.934954,0.000000,62.308962,-133.721797,96.122703,229.844500,62.308962,0.000000,36.041309,-63.487660,42.283940,105.771600,36.041309,-0.000000,19.611317,-46.471677,46.517923,92.989600,19.611317,-0.000000,10.513369,-31.719919,18.788081,50.508000,10.513369,0.000000,1.947534,-14.256477,7.443523,21.700000,1.947534,-0.000000,0.823159,-10.349773,2.350227,12.700000,0.823159,-0.000000,2.037795,-13.589659,4.410341,18.000000,2.037795,-0.000000,4.162688,-15.475341,10.524659,26.000000,4.162688,0.000000,36.726207,-34.187386,60.112614,94.300000,36.726207,0.000000,89.854509,-117.892783,127.093657,244.986440,89.854509,8,shoulder joint internal and external rotation
2252,-0.000000,22.356059,-45.209490,37.223210,82.432700,22.356059,-0.000000,32.566368,-63.505745,79.507455,143.013200,32.566368,0.000000,50.950773,-88.129483,104.761717,192.891200,50.950773,-0.000000,31.892780,-50.328635,56.288465,106.617100,31.892780,0.000000,12.888794,-42.049814,27.240086,69.289900,12.888794,-0.000000,8.186974,-16.295127,24.660473,40.955600,8.186974,-0.000000,16.452333,-18.451136,21.948864,40.400000,16.452333,-0.000000,10.931378,-12.294318,11.705682,24.000000,10.931378,-0.000000,12.338345,-13.850000,14.050000,27.900000,12.338345,0.000000,15.974933,-17.855682,21.444318,39.300000,15.974933,0.000000,55.301337,-62.218182,49.781818,112.000000,55.301337,-0.000000,63.495661,-98.224384,151.459737,249.684121,63.495661,8,shoulder joint internal and external rotation
2253,-0.000000,22.393689,-43.574084,38.858616,82.432700,22.393689,-0.000000,33.613539,-64.492404,78.520796,143.013200,33.613539,-0.000000,51.928980,-86.447104,106.444096,192.891200,51.928980,0.000000,32.305251,-47.709504,58.907596,106.617100,32.305251,-0.000000,13.588787,-41.491323,27.798577,69.289900,13.588787,-0.000000,8.769765,-16.717144,24.238456,40.955600,8.769765,0.000000,16.336260,-19.240909,21.159091,40.400000,16.336260,-0.000000,10.856352,-12.819318,11.180682,24.000000,10.856352,0.000000,12.287454,-14.476136,13.423864,27.900000,12.287454,-0.000000,15.812778,-18.549886,20.750114,39.300000,15.812778,-0.000000,54.933064,-64.888636,47.111364,112.000000,54.933064,0.000000,65.555347,-100.142210,149.541911,249.684121,65.555347,8,shoulder joint internal and external rotation
2254,-0.000000,22.395424,-44.710641,37.722059,82.432700,22.395424,-0.000000,32.993507,-64.183128,78.524772,142.707900,32.993507,-0.000000,52.090888,-86.969799,105.921401,192.891200,52.090888,0.000000,32.263385,-48.818661,55.756739,104.575400,32.263385,-0.000000,13.348347,-41.881244,27.408656,69.289900,13.348347,-0.000000,8.603658,-16.346103,24.609497,40.955600,8.603658,-0.000000,16.447977,-18.485227,21.914773,40.400000,16.447977,-0.000000,10.928389,-12.319318,11.680682,24.000000,10.928389,-0.000000,12.404158,-13.942045,13.957955,27.900000,12.404158,-0.000000,15.894513,-17.781818,21.518182,39.300000,15.894513,0.000000,55.283888,-62.342045,49.657955,112.000000,55.283888,-0.000000,63.398953,-98.723143,150.960978,249.684121,63.398953,8,shoulder joint internal and external rotation
2255,-0.000000,33.746897,-50.434529,37.337071,87.771600,33.746897,0.000000,34.235927,-53.535075,63.569425,117.104500,34.235927,0.000000,55.848560,-90.957102,57.535198,148.492300,55.848560,-0.000000,42.897537,-62.968576,47.328624,110.297200,42.897537,-0.000000,16.177373,-31.652022,34.644778,66.296800,16.177373,-0.000000,7.279838,-22.323607,12.008393,34.332000,7.279838,0.000000,0.711826,-11.434659,0.065341,11.500000,0.711826,0.000000,1.268330,-20.373295,0.126705,20.500000,1.268330,0.000000,0.964693,-15.448295,0.251705,15.700000,0.964693,-0.000000,1.361900,-21.876136,0.223864,22.100000,1.361900,0.000000,0.915587,-14.342045,0.557955,14.900000,0.915587,-0.000000,0.074611,-1.167302,0.041639,1.208941,0.074611,8,shoulder joint internal and external rotation
